Auction,Color,IsBadBuy,MMRCurrentAuctionAveragePrice,Size,TopThreeAmericanName,VehBCost,VehicleAge,VehOdo,WarrantyCost,WheelType
MANHEIM,BLUE,No,8514,MEDIUM,OTHER,9850,4,65970,533,Covers
MANHEIM,SILVER,No,7465,MEDIUM,CHRYSLER,8030,3,84378,1243,Covers
MANHEIM,RED,No,5210,MEDIUM,CHRYSLER,5290,4,84650,1503,Covers
MANHEIM,SILVER,No,4505,COMPACT,GM,5350,5,35682,582,Covers
MANHEIM,YELLOW,Yes,5148,MEDIUM SUV,OTHER,7050,8,89563,894,Alloy
MANHEIM,WHITE,No,6517,MEDIUM,CHRYSLER,6850,3,65102,825,Covers
MANHEIM,GOLD,No,4620,MEDIUM SUV,CHRYSLER,7050,7,85875,2063,Alloy
MANHEIM,GOLD,Yes,3168,LARGE,GM,5350,7,81215,2452,Covers
MANHEIM,GREY,No,2774,COMPACT,FORD,5650,7,51931,1220,Alloy
MANHEIM,GREY,No,8011,LARGE,GM,8380,3,83450,2152,Covers
MANHEIM,BLUE,No,3975,MEDIUM,CHRYSLER,5450,5,74403,1389,Covers
MANHEIM,GREY,No,4786,MEDIUM,GM,5550,5,72778,1272,Alloy
MANHEIM,WHITE,No,8063,VAN,OTHER,8050,4,69649,1215,Covers
MANHEIM,BLACK,No,3340,MEDIUM,FORD,5650,5,78678,920,Alloy
MANHEIM,RED,Yes,6270,LARGE,FORD,7350,5,68772,1313,Alloy
MANHEIM,SILVER,No,3899,MEDIUM,OTHER,5950,5,60497,728,Alloy
MANHEIM,SILVER,No,7612,MEDIUM,CHRYSLER,8380,3,68519,1118,Covers
MANHEIM,GREY,No,5812,MEDIUM,GM,7650,4,65421,728,Covers
MANHEIM,BLUE,No,6704,MEDIUM,OTHER,6450,2,45693,482,Covers
MANHEIM,BLACK,No,7680,MEDIUM SUV,OTHER,8050,4,64615,1508,Alloy
MANHEIM,WHITE,No,8780,LARGE,GM,7680,2,90254,2351,Alloy
MANHEIM,GOLD,No,2290,COMPACT,FORD,4850,8,77616,1455,Alloy
MANHEIM,BLUE,No,6027,MEDIUM,GM,6050,4,80695,1373,Alloy
MANHEIM,RED,No,2993,MEDIUM,CHRYSLER,4550,8,80257,1803,Alloy
MANHEIM,GREY,No,4348,MEDIUM SUV,GM,6550,7,78930,3967,Covers
MANHEIM,SILVER,No,2871,VAN,GM,5050,6,89197,5092,Covers
MANHEIM,SILVER,No,8961,LARGE,GM,7680,2,86599,2152,Alloy
MANHEIM,BLUE,No,2656,COMPACT,OTHER,5350,6,88661,594,Covers
MANHEIM,WHITE,No,2216,COMPACT,GM,4550,7,38571,1062,Covers
MANHEIM,BLUE,Yes,5505,MEDIUM,GM,6050,4,76589,803,Covers
MANHEIM,BLUE,No,8236,MEDIUM,FORD,8150,4,43779,623,Alloy
MANHEIM,SILVER,No,3109,LARGE,GM,6650,6,68935,1703,Covers
MANHEIM,SILVER,No,4740,MEDIUM,CHRYSLER,6250,4,51232,1086,Covers
MANHEIM,GOLD,No,7866,MEDIUM,CHRYSLER,7550,2,63986,1020,Covers
MANHEIM,BLACK,No,7456,MEDIUM,CHRYSLER,7180,3,79292,1155,Covers
MANHEIM,BLACK,No,6444,MEDIUM,CHRYSLER,6550,3,68457,825,Covers
MANHEIM,BLACK,No,10876,VAN,CHRYSLER,6150,3,87910,1763,Alloy
MANHEIM,GOLD,Yes,6286,LARGE TRUCK,FORD,10550,6,76132,803,Covers
MANHEIM,GOLD,No,2193,COMPACT,GM,4350,6,79397,1155,Covers
MANHEIM,GREY,Yes,4552,LARGE,GM,5950,6,92515,2351,Alloy
MANHEIM,SILVER,No,8151,LARGE SUV,FORD,9950,6,81843,1113,Alloy
MANHEIM,RED,Yes,3009,MEDIUM,GM,5550,9,76027,2508,Alloy
MANHEIM,RED,No,6446,SMALL SUV,OTHER,7350,5,70110,1389,Alloy
MANHEIM,GREEN,No,7116,MEDIUM,OTHER,8150,5,67569,533,Covers
MANHEIM,SILVER,No,2891,COMPACT,CHRYSLER,4950,5,58703,588,Alloy
MANHEIM,BLUE,No,6215,LARGE,GM,7550,4,68418,1703,Covers
MANHEIM,SILVER,Yes,2830,MEDIUM,CHRYSLER,4590,7,85903,1803,Covers
MANHEIM,BLUE,No,5721,CROSSOVER,CHRYSLER,6650,5,84375,2022,Alloy
MANHEIM,SILVER,No,6786,COMPACT,OTHER,7550,3,66060,630,Alloy
MANHEIM,SILVER,No,6654,MEDIUM,CHRYSLER,6750,3,76056,920,Covers
MANHEIM,SILVER,Yes,4370,MEDIUM,OTHER,5950,3,69401,533,Covers
MANHEIM,BLUE,No,7091,MEDIUM,GM,8850,4,68930,1118,Special
MANHEIM,WHITE,No,7617,MEDIUM SUV,OTHER,7850,5,69242,1606,Alloy
MANHEIM,BLUE,No,8168,SPORTS,FORD,9450,4,62519,728,Alloy
MANHEIM,BLUE,No,6537,VAN,CHRYSLER,6850,4,72681,1623,Alloy
MANHEIM,GREY,No,4234,MEDIUM,CHRYSLER,5950,5,70320,1272,Alloy
MANHEIM,GREY,No,3000,COMPACT,OTHER,4450,5,74145,920,Covers
MANHEIM,RED,No,2843,MEDIUM,OTHER,4750,6,56029,505,Covers
MANHEIM,GREEN,Yes,3212,MEDIUM,FORD,5150,5,87349,983,Alloy
MANHEIM,WHITE,No,7987,MEDIUM,OTHER,9050,4,74526,569,Alloy
MANHEIM,GREEN,No,6523,MEDIUM,OTHER,8200,3,75630,569,Alloy
MANHEIM,BLUE,No,7953,MEDIUM,GM,8150,3,78887,1038,Covers
MANHEIM,BLACK,No,7942,LARGE TRUCK,FORD,9350,5,83316,853,Covers
MANHEIM,BLACK,No,6379,MEDIUM SUV,GM,6650,5,93414,1630,Covers
MANHEIM,WHITE,No,4311,SMALL SUV,FORD,5650,7,86942,1283,Alloy
MANHEIM,SILVER,No,7414,SPECIALTY,CHRYSLER,9450,4,63339,1215,Covers
MANHEIM,BLUE,No,3780,COMPACT,OTHER,5350,5,52653,505,Special
MANHEIM,RED,No,5597,LARGE TRUCK,CHRYSLER,9950,7,67877,1125,Covers
MANHEIM,BLUE,No,7281,MEDIUM,CHRYSLER,6250,3,70048,1155,Covers
MANHEIM,RED,No,4227,MEDIUM,CHRYSLER,5850,4,42594,834,Alloy
MANHEIM,BLUE,No,5382,MEDIUM,GM,6550,4,61451,728,Covers
MANHEIM,WHITE,No,7732,SPECIALTY,CHRYSLER,9150,5,83485,1503,Special
MANHEIM,RED,No,4970,COMPACT,FORD,5750,4,86232,1243,Covers
MANHEIM,SILVER,No,4971,COMPACT,OTHER,6250,6,83521,594,Covers
MANHEIM,WHITE,Yes,7600,LARGE SUV,FORD,8950,7,88603,1413,Alloy
MANHEIM,BLUE,No,4660,COMPACT,OTHER,5450,6,88578,594,Covers
MANHEIM,RED,No,5632,MEDIUM,FORD,8150,4,78430,803,Covers
MANHEIM,GREY,No,8516,MEDIUM,FORD,7850,3,55072,671,Alloy
MANHEIM,GOLD,No,3654,MEDIUM,OTHER,4650,4,78631,569,Covers
MANHEIM,GREY,No,5153,MEDIUM,OTHER,7750,6,39387,941,Alloy
MANHEIM,WHITE,Yes,9986,MEDIUM,GM,8050,3,86540,1373,Alloy
MANHEIM,BLUE,No,3121,VAN,CHRYSLER,4750,5,73849,1623,Covers
MANHEIM,GOLD,No,3594,VAN,FORD,5350,6,58697,1169,Alloy
MANHEIM,SILVER,No,5393,VAN,CHRYSLER,6050,4,88553,1763,Covers
MANHEIM,BLUE,No,6407,VAN,CHRYSLER,7250,3,77474,1623,Covers
MANHEIM,BLUE,No,6034,LARGE,GM,6450,4,79767,1974,Alloy
MANHEIM,GREEN,No,5668,VAN,CHRYSLER,6150,4,81581,1763,Alloy
MANHEIM,SILVER,No,7358,MEDIUM,OTHER,7050,3,73680,803,Covers
MANHEIM,GREEN,No,4242,MEDIUM,GM,5650,5,96108,1197,Covers
MANHEIM,BLUE,No,5293,VAN,CHRYSLER,7350,5,60269,1411,Alloy
MANHEIM,RED,No,4829,SPORTS,OTHER,6650,5,83924,1113,Alloy
MANHEIM,GREEN,No,2876,COMPACT,FORD,4450,7,74767,1455,Alloy
MANHEIM,WHITE,No,5268,MEDIUM,OTHER,7750,5,70898,686,Covers
MANHEIM,BLUE,Yes,6129,VAN,CHRYSLER,6380,3,86330,1763,Covers
MANHEIM,SILVER,No,4142,MEDIUM,CHRYSLER,5350,4,71520,1155,Alloy
MANHEIM,SILVER,No,6616,LARGE,GM,7250,4,95396,2351,Covers
MANHEIM,WHITE,No,7737,LARGE,GM,8550,2,82388,2152,Covers
MANHEIM,RED,No,7000,MEDIUM,OTHER,6750,4,73277,1506,Alloy
MANHEIM,GREY,No,3348,MEDIUM,FORD,5550,5,59689,754,Covers
MANHEIM,BLUE,No,7084,VAN,CHRYSLER,6280,3,95017,1918,Covers
MANHEIM,WHITE,No,8421,MEDIUM,GM,7750,3,73729,1272,Alloy
MANHEIM,GREY,No,7624,MEDIUM,GM,7750,3,89621,1373,Alloy
MANHEIM,RED,No,8381,LARGE TRUCK,FORD,10180,3,84391,853,Covers
MANHEIM,WHITE,Yes,10028,LARGE TRUCK,OTHER,8450,4,81691,594,Alloy
MANHEIM,BLUE,No,7257,COMPACT,OTHER,6450,2,51810,505,Alloy
MANHEIM,GREY,No,4229,MEDIUM,CHRYSLER,4450,5,94483,1341,Alloy
MANHEIM,GOLD,No,5251,COMPACT,GM,5530,3,65145,728,Covers
MANHEIM,GOLD,No,9237,VAN,CHRYSLER,8450,2,76125,1623,Covers
MANHEIM,BLUE,No,9243,VAN,CHRYSLER,7850,2,72432,1623,Covers
MANHEIM,GOLD,No,2854,COMPACT,GM,4250,6,92144,1341,Covers
MANHEIM,GOLD,No,4185,MEDIUM,CHRYSLER,4450,5,52038,1086,Covers
MANHEIM,RED,No,4605,MEDIUM,GM,3650,5,92419,2639,Alloy
MANHEIM,BLACK,No,7629,MEDIUM,CHRYSLER,9155,2,43596,834,Special
MANHEIM,WHITE,No,2777,MEDIUM,CHRYSLER,4850,6,75008,1389,Covers
MANHEIM,WHITE,No,5764,MEDIUM,CHRYSLER,7550,3,39450,642,Covers
MANHEIM,SILVER,No,2486,COMPACT,OTHER,3550,7,106844,1270,Covers
MANHEIM,GREY,No,6481,MEDIUM,CHRYSLER,6850,3,83039,983,Alloy
MANHEIM,WHITE,No,7934,SPECIALTY,CHRYSLER,8250,4,86801,1503,Covers
MANHEIM,WHITE,No,4580,COMPACT,GM,5350,4,95580,909,Covers
MANHEIM,RED,No,5574,MEDIUM,GM,6450,4,75384,1038,Covers
MANHEIM,BLUE,No,8412,MEDIUM SUV,CHRYSLER,8850,4,48501,905,Alloy
MANHEIM,SILVER,No,6953,LARGE,GM,7150,3,77784,1974,Alloy
MANHEIM,GOLD,No,3990,VAN,GM,5350,6,80664,5092,Alloy
MANHEIM,SILVER,No,2890,VAN,FORD,3150,7,83662,2322,Covers
MANHEIM,BLUE,No,6407,MEDIUM SUV,CHRYSLER,8350,5,76441,1272,Covers
MANHEIM,MAROON,No,6079,MEDIUM,GM,7250,4,59946,671,Alloy
MANHEIM,RED,No,8560,MEDIUM SUV,OTHER,8000,4,70788,1740,Alloy
MANHEIM,RED,No,8368,MEDIUM,OTHER,7150,3,63078,923,Covers
MANHEIM,RED,No,3146,MEDIUM,CHRYSLER,4150,7,64131,1515,Covers
OTHER,SILVER,No,8997,MEDIUM,CHRYSLER,8900,1,45056,834,Covers
OTHER,SILVER,No,8452,MEDIUM,CHRYSLER,6800,1,42245,975,Covers
OTHER,SILVER,No,9090,MEDIUM,CHRYSLER,8700,1,39961,762,Covers
OTHER,SILVER,No,8474,MEDIUM,CHRYSLER,7200,1,35709,882,Covers
OTHER,WHITE,No,9169,MEDIUM,CHRYSLER,7100,1,36866,882,Covers
OTHER,WHITE,No,8930,MEDIUM,CHRYSLER,8700,1,40124,834,Covers
OTHER,WHITE,No,9744,MEDIUM,CHRYSLER,7300,1,36154,882,Covers
OTHER,SILVER,No,8340,MEDIUM,CHRYSLER,7100,1,37964,882,Covers
OTHER,SILVER,No,8175,MEDIUM,CHRYSLER,7100,1,38408,882,Covers
MANHEIM,WHITE,No,5569,MEDIUM,CHRYSLER,5700,4,44952,975,Covers
MANHEIM,WHITE,No,10725,LARGE TRUCK,GM,8700,6,72742,2274,Alloy
MANHEIM,BLUE,No,3963,MEDIUM,CHRYSLER,5600,4,40435,834,Covers
MANHEIM,WHITE,Yes,0,LARGE TRUCK,FORD,4900,7,14961,882,Alloy
MANHEIM,GREEN,No,7045,LARGE SUV,FORD,7500,6,80990,1803,Alloy
MANHEIM,WHITE,No,2622,VAN,CHRYSLER,4200,7,61222,1711,Covers
MANHEIM,BLUE,No,7797,VAN,GM,7300,3,80933,2282,Covers
MANHEIM,BLUE,No,9235,MEDIUM SUV,CHRYSLER,8440,4,73246,1623,Alloy
MANHEIM,SILVER,No,6528,MEDIUM,GM,7030,3,82843,1373,Alloy
MANHEIM,WHITE,No,3506,LARGE,FORD,5645,8,86140,1153,Alloy
OTHER,SILVER,No,8518,MEDIUM,CHRYSLER,8400,2,51463,920,Covers
OTHER,SILVER,No,8992,MEDIUM,CHRYSLER,8500,2,47312,834,Covers
OTHER,WHITE,No,8763,MEDIUM,CHRYSLER,8500,2,46324,834,Covers
OTHER,RED,No,6019,MEDIUM,CHRYSLER,6500,3,51546,1086,Alloy
OTHER,SILVER,No,6164,MEDIUM,CHRYSLER,6400,3,46720,975,Covers
OTHER,WHITE,No,6645,COMPACT,GM,6500,2,57702,671,Covers
OTHER,BLACK,No,6743,MEDIUM,GM,7800,2,63122,728,Alloy
OTHER,RED,No,6321,COMPACT,GM,6500,2,44763,623,Covers
OTHER,WHITE,No,6365,COMPACT,GM,6800,2,41287,623,Covers
OTHER,BLUE,No,7260,COMPACT,GM,6800,2,56162,671,Covers
OTHER,WHITE,No,6961,COMPACT,GM,6035,2,44790,623,Covers
OTHER,RED,No,7347,MEDIUM,OTHER,6735,2,48240,482,Covers
OTHER,BEIGE,No,7347,MEDIUM,OTHER,6735,2,44725,482,Covers
OTHER,RED,No,6830,COMPACT,GM,6800,2,46525,623,Alloy
OTHER,BLUE,No,7228,MEDIUM,OTHER,6735,2,44752,482,Covers
OTHER,BLUE,No,7252,MEDIUM,OTHER,6735,2,44634,482,Covers
OTHER,RED,No,7135,COMPACT,GM,6535,2,45361,623,Covers
OTHER,WHITE,No,6750,COMPACT,GM,6735,2,44956,623,Covers
OTHER,WHITE,No,7495,MEDIUM,CHRYSLER,7735,2,45781,693,Covers
OTHER,SILVER,No,7228,MEDIUM,OTHER,6735,2,47350,482,Covers
OTHER,WHITE,No,6977,COMPACT,GM,6535,2,45875,623,Covers
OTHER,BLUE,No,4553,COMPACT,GM,6000,3,40833,623,Covers
OTHER,SILVER,No,6727,COMPACT,GM,6535,2,47689,623,unkwnWheel
OTHER,SILVER,No,6789,COMPACT,GM,6535,2,46959,623,Covers
OTHER,BLACK,No,8231,MEDIUM,CHRYSLER,7700,2,48305,693,Alloy
OTHER,WHITE,No,8928,MEDIUM,CHRYSLER,9000,1,52183,920,Covers
OTHER,WHITE,No,6305,COMPACT,GM,6800,2,44640,623,Covers
OTHER,BLACK,No,6206,COMPACT,GM,6800,2,47997,623,Covers
OTHER,BLUE,No,6566,COMPACT,OTHER,6500,1,38014,462,Covers
OTHER,BLUE,No,7901,COMPACT,OTHER,7500,2,53930,505,Alloy
OTHER,SILVER,No,7575,MEDIUM,OTHER,7200,1,49097,482,Covers
OTHER,WHITE,No,6457,COMPACT,OTHER,6500,1,37985,462,Covers
OTHER,WHITE,Yes,4731,SMALL TRUCK,GM,5500,4,74983,686,Covers
OTHER,RED,No,7575,MEDIUM,OTHER,7200,1,38290,462,Covers
OTHER,GREY,No,9341,COMPACT,OTHER,7550,1,49921,482,Covers
OTHER,BLACK,No,8706,MEDIUM,CHRYSLER,8200,1,39575,762,Covers
OTHER,GOLD,No,6836,MEDIUM,OTHER,6942,2,43272,482,Covers
OTHER,SILVER,No,9930,MEDIUM,OTHER,8500,2,63114,1118,Alloy
OTHER,GOLD,No,7085,COMPACT,OTHER,6500,1,39279,462,Covers
OTHER,SILVER,No,7494,MEDIUM,OTHER,7200,1,37559,462,Covers
OTHER,BLACK,No,7455,MEDIUM,OTHER,7200,1,49755,482,Covers
OTHER,BLUE,No,8101,COMPACT,OTHER,6800,1,42963,693,Covers
OTHER,WHITE,No,7284,MEDIUM,CHRYSLER,7550,2,44779,693,Covers
OTHER,GREY,No,5641,LARGE,FORD,5900,5,93628,1774,Alloy
OTHER,BEIGE,No,8930,MEDIUM,CHRYSLER,8500,1,51179,920,Covers
OTHER,GOLD,No,7050,COMPACT,OTHER,6500,1,45054,482,Covers
OTHER,BLACK,No,8302,MEDIUM,GM,8300,1,47750,623,Covers
OTHER,GOLD,No,7662,MEDIUM,OTHER,7342,1,44690,482,Covers
OTHER,BLACK,No,7151,COMPACT,GM,6500,1,49533,623,Covers
OTHER,BLUE,No,7816,MEDIUM,OTHER,7200,1,49680,482,Covers
OTHER,WHITE,No,8056,MEDIUM,OTHER,7000,1,51087,505,Covers
OTHER,GREY,No,8684,MEDIUM,GM,8300,1,47342,623,Covers
OTHER,BLACK,No,7050,COMPACT,OTHER,6500,1,46976,482,Covers
OTHER,SILVER,No,8321,SMALL SUV,CHRYSLER,8750,1,72719,920,Covers
OTHER,SILVER,No,9610,MEDIUM,OTHER,7342,1,40980,482,Covers
OTHER,WHITE,No,8456,MEDIUM,OTHER,7342,1,43350,482,Covers
OTHER,RED,No,8190,MEDIUM,OTHER,7200,1,41379,482,Covers
OTHER,BLUE,No,8756,MEDIUM,OTHER,7200,1,45983,482,Covers
OTHER,SILVER,No,9097,MEDIUM,OTHER,7200,1,46589,482,Covers
OTHER,WHITE,No,10231,MEDIUM,CHRYSLER,9000,1,47505,834,Covers
OTHER,RED,No,7737,MEDIUM,OTHER,7200,2,47600,482,Covers
OTHER,RED,No,6837,MEDIUM,OTHER,6942,2,49906,482,Covers
OTHER,SILVER,No,8196,MEDIUM,CHRYSLER,8200,1,42687,834,Covers
OTHER,BLUE,No,8196,MEDIUM,CHRYSLER,8200,1,44150,834,Covers
OTHER,BLUE,No,7382,CROSSOVER,OTHER,7000,2,45323,623,Alloy
OTHER,RED,No,8268,MEDIUM,CHRYSLER,7400,2,48581,693,Covers
OTHER,BLUE,No,8196,MEDIUM,CHRYSLER,8200,1,48656,834,Covers
OTHER,RED,No,8268,MEDIUM,CHRYSLER,7400,2,44412,693,Alloy
OTHER,SILVER,No,7025,MEDIUM,CHRYSLER,7600,2,43355,834,Alloy
OTHER,WHITE,No,8196,MEDIUM,CHRYSLER,8200,1,43353,834,Alloy
OTHER,BEIGE,No,9501,CROSSOVER,OTHER,7400,1,49989,623,Alloy
OTHER,BLACK,No,8196,MEDIUM,CHRYSLER,8200,1,43800,834,Alloy
OTHER,SILVER,No,7025,MEDIUM,CHRYSLER,7800,2,41354,834,Alloy
OTHER,BLUE,No,2866,VAN,CHRYSLER,4700,6,59698,1551,Covers
OTHER,GREY,No,7382,CROSSOVER,OTHER,7000,2,50843,671,Alloy
OTHER,BLACK,No,6149,MEDIUM,OTHER,6250,2,43457,482,Covers
OTHER,BLACK,No,7540,MEDIUM,CHRYSLER,7750,2,42621,834,Covers
OTHER,SILVER,No,7025,MEDIUM,CHRYSLER,7750,2,41070,834,Covers
OTHER,BLUE,No,7788,LARGE,GM,7000,2,73447,1974,Covers
OTHER,WHITE,No,8196,MEDIUM,CHRYSLER,8200,1,47345,834,Covers
OTHER,BLUE,No,8268,MEDIUM,CHRYSLER,7400,2,49340,693,Covers
OTHER,SILVER,No,7025,MEDIUM,CHRYSLER,7650,2,45341,834,Covers
OTHER,WHITE,No,8196,MEDIUM,CHRYSLER,8000,1,51257,920,Covers
OTHER,WHITE,No,8196,MEDIUM,CHRYSLER,8200,1,49735,834,Covers
OTHER,RED,No,8196,MEDIUM,CHRYSLER,8200,1,49162,834,Covers
OTHER,SILVER,No,8137,MEDIUM,CHRYSLER,7800,1,46318,834,Covers
OTHER,SILVER,No,8009,MEDIUM,CHRYSLER,7800,1,48444,834,Covers
OTHER,SILVER,No,8621,MEDIUM,OTHER,8200,1,50538,505,Alloy
OTHER,BLUE,No,8060,MEDIUM,CHRYSLER,8050,1,46568,834,Covers
OTHER,BLACK,No,7987,LARGE,GM,8500,1,40844,1328,unkwnWheel
OTHER,GREEN,No,6484,MEDIUM SUV,GM,7800,5,71577,1155,Alloy
OTHER,RED,No,9272,MEDIUM,OTHER,8800,1,49865,905,Alloy
OTHER,SILVER,No,7781,MEDIUM,CHRYSLER,7500,1,55695,920,Covers
OTHER,GOLD,No,7896,MEDIUM,CHRYSLER,7500,1,51381,920,Covers
OTHER,PURPLE,No,9375,MEDIUM,OTHER,8800,1,53137,1003,Alloy
OTHER,BLUE,No,6366,MEDIUM,CHRYSLER,6300,1,49066,975,Covers
OTHER,SILVER,No,7781,MEDIUM,CHRYSLER,7300,1,58441,920,Covers
OTHER,SILVER,No,6402,MEDIUM,CHRYSLER,6300,1,45718,975,Covers
OTHER,WHITE,No,7781,MEDIUM,CHRYSLER,7800,1,47635,834,Covers
OTHER,BLACK,No,10228,MEDIUM,OTHER,8800,1,53433,1003,Alloy
OTHER,SILVER,Yes,9229,CROSSOVER,OTHER,7500,1,49632,623,unkwnWheel
OTHER,BLACK,No,7857,MEDIUM,CHRYSLER,7700,1,50262,920,Covers
OTHER,BLACK,No,7781,MEDIUM,CHRYSLER,8100,1,46830,834,Covers
OTHER,GREY,No,8676,MEDIUM,CHRYSLER,8100,1,45958,834,Covers
OTHER,SILVER,No,10246,MEDIUM,GM,8300,1,58914,1003,Covers
OTHER,SILVER,No,7608,MEDIUM,CHRYSLER,8100,1,43644,834,Covers
OTHER,SILVER,No,7608,MEDIUM,CHRYSLER,8100,1,44036,834,Covers
OTHER,WHITE,No,7794,MEDIUM,CHRYSLER,7700,1,54146,920,Covers
OTHER,RED,Yes,7806,MEDIUM,CHRYSLER,7700,1,36119,762,unkwnWheel
OTHER,GOLD,No,6521,MEDIUM SUV,GM,8000,4,74720,3667,Alloy
OTHER,SILVER,No,8652,MEDIUM,CHRYSLER,7700,1,44055,834,Covers
OTHER,WHITE,No,6121,COMPACT,GM,5500,1,41000,623,Covers
OTHER,BLACK,Yes,7841,MEDIUM,CHRYSLER,7700,1,50664,920,Covers
OTHER,BLUE,No,11689,VAN,CHRYSLER,7600,2,80800,1763,Alloy
OTHER,SILVER,No,8313,MEDIUM,CHRYSLER,7700,1,45523,834,Covers
OTHER,BLACK,No,8242,CROSSOVER,OTHER,7500,1,44303,623,Alloy
OTHER,RED,No,7018,MEDIUM,CHRYSLER,6300,1,40170,975,Covers
OTHER,WHITE,No,6967,MEDIUM,CHRYSLER,7200,1,49335,693,Covers
OTHER,WHITE,No,9641,MEDIUM,GM,7700,1,64100,1118,Alloy
OTHER,RED,No,9719,SPECIALTY,CHRYSLER,9500,1,58932,1086,Covers
OTHER,ORANGE,No,6967,MEDIUM,CHRYSLER,7000,1,48641,693,Covers
OTHER,SILVER,No,7524,MEDIUM,CHRYSLER,7200,1,49536,693,Covers
OTHER,GREY,No,7307,COMPACT,GM,6000,1,50834,671,Covers
OTHER,GREY,No,7552,MEDIUM,GM,6700,3,75048,1272,Alloy
OTHER,GREY,No,7169,MEDIUM,CHRYSLER,6200,2,48755,975,Covers
OTHER,SILVER,Yes,7530,MEDIUM,CHRYSLER,7800,2,50022,920,unkwnWheel
OTHER,BLUE,No,6175,MEDIUM,CHRYSLER,6100,2,47611,975,Covers
OTHER,BLUE,No,4856,COMPACT,GM,5825,4,85345,853,Covers
OTHER,BLACK,No,3907,MEDIUM,CHRYSLER,5425,5,84281,1503,Covers
OTHER,GOLD,No,3834,MEDIUM,OTHER,4625,4,45782,482,Covers
OTHER,MAROON,No,7943,SMALL TRUCK,CHRYSLER,8725,5,72050,1506,Alloy
OTHER,BLUE,No,7193,MEDIUM,CHRYSLER,7825,3,46465,693,Covers
OTHER,WHITE,No,6923,MEDIUM,CHRYSLER,7990,3,79618,1155,Covers
OTHER,GREY,Yes,4755,MEDIUM,GM,4550,5,73912,1155,unkwnWheel
OTHER,WHITE,No,4786,COMPACT,FORD,5025,4,79548,1155,Covers
OTHER,BLUE,No,5087,MEDIUM,OTHER,5125,4,78424,569,Covers
OTHER,GREY,Yes,5288,MEDIUM,GM,7025,5,70547,1272,unkwnWheel
OTHER,GREEN,No,4711,MEDIUM,FORD,5870,5,88542,983,Alloy
OTHER,RED,No,5726,COMPACT,FORD,5425,3,78285,1155,Alloy
OTHER,GREY,No,4994,VAN,FORD,5925,5,77995,1506,Alloy
OTHER,BLUE,No,5719,SMALL SUV,CHRYSLER,7525,6,62336,630,Alloy
OTHER,BLUE,No,5070,VAN,CHRYSLER,6125,3,75563,1623,Covers
OTHER,GREY,No,6715,SPECIALTY,OTHER,7825,4,76681,1272,Alloy
OTHER,MAROON,Yes,11240,LARGE TRUCK,GM,9525,5,97490,1341,unkwnWheel
OTHER,MAROON,No,2602,MEDIUM,CHRYSLER,3525,8,42252,1205,Alloy
OTHER,BLACK,No,14167,MEDIUM,FORD,8400,1,80345,983,Alloy
OTHER,SILVER,No,3214,MEDIUM,FORD,4300,6,65790,1125,Alloy
OTHER,GREY,No,7576,MEDIUM,GM,6700,2,72190,1272,Alloy
OTHER,SILVER,No,5281,LARGE,FORD,6600,3,72853,1623,Alloy
OTHER,BLUE,No,6238,VAN,CHRYSLER,5300,3,75072,1623,Covers
OTHER,GREY,No,8175,MEDIUM SUV,GM,7700,4,51399,1169,Covers
OTHER,SILVER,No,6439,CROSSOVER,CHRYSLER,6400,4,86166,1503,Covers
OTHER,BLACK,No,9533,LARGE,FORD,7600,3,75851,1506,Alloy
OTHER,GREY,No,10801,MEDIUM,FORD,7900,2,68087,728,Alloy
OTHER,WHITE,No,6137,MEDIUM,GM,5500,3,96084,1485,Covers
OTHER,GREY,Yes,6228,LARGE SUV,FORD,8900,6,92781,1497,Alloy
OTHER,GREY,No,6669,MEDIUM,GM,6900,2,84790,853,Alloy
OTHER,RED,No,2849,COMPACT,GM,3500,6,73970,1155,Covers
OTHER,WHITE,No,6496,MEDIUM,GM,6400,4,84447,1373,Covers
OTHER,GREY,No,6985,LARGE,GM,7100,5,71972,1974,Alloy
OTHER,BLUE,No,5177,MEDIUM,GM,6700,5,50119,1666,Alloy
OTHER,GOLD,No,4637,COMPACT,FORD,6100,4,51678,920,Covers
OTHER,SILVER,No,6815,LARGE,GM,7700,4,88514,2152,Covers
OTHER,BEIGE,No,9213,LARGE,GM,8200,2,76588,1974,Alloy
OTHER,WHITE,No,8947,SPORTS,FORD,9800,5,69562,728,Alloy
OTHER,RED,No,6401,LARGE,GM,7600,4,83600,2152,Covers
OTHER,BEIGE,Yes,5788,MEDIUM SUV,FORD,8500,6,72169,1740,unkwnWheel
OTHER,GOLD,No,2794,MEDIUM,OTHER,4400,6,68003,533,Covers
OTHER,RED,No,4742,MEDIUM,CHRYSLER,5200,4,71614,1389,Covers
OTHER,MAROON,No,2197,MEDIUM,CHRYSLER,5700,6,52539,920,Covers
OTHER,WHITE,No,3110,MEDIUM,GM,4400,8,77490,2274,Covers
OTHER,BLUE,No,2444,COMPACT,FORD,4100,7,76415,1455,Covers
OTHER,WHITE,No,3533,LARGE,OTHER,7000,6,69412,923,Alloy
OTHER,GOLD,No,4868,MEDIUM,GM,4700,5,79759,1155,Covers
OTHER,SILVER,No,6091,MEDIUM,GM,7400,4,81528,1373,Covers
OTHER,BEIGE,No,7735,MEDIUM,OTHER,7500,3,74058,803,Alloy
OTHER,GREY,No,1888,VAN,GM,4200,7,79356,4922,Alloy
